id,date,text,url,views,forwards,replies
345032,,"روزنامه پیام‌ما گزارش داد آب اهواز و روستاهای اطراف آن بار دیگر گل‌آلود و مکدر شده و بسیاری از شهروندان برای تامین آب ناچار به خرید آب از تانکرها شده‌اند.

این روزنامه نوشت طرح آب‌رسانی که در دوره ریاست‌جمهوری ابراهیم رییسی با هدف حل این مشکل افتتاح شده بود، نتوانسته وضعیت را بهبود دهد.

بر اساس این گزارش، برخی روستاییان آب مورد نیاز خود را از کانال‌های آبیاری کشاورزی یا رودخانه کارون تامین می‌کنند و در برخی مناطق اهواز نیز آب لوله‌کشی به‌طور موقت قطع می‌شود. پیام‌ما همچنین نوشت آب لوله‌کشی در بسیاری از مواقع بوی نامطبوع دارد.
https://iranintl.com/202606309981
45.7K
02:41 AM",https://t.me/IranintlTV/345032,,,
345031,,"شبکه سی‌ان‌ان به نقل از دو مقام ارشد آمریکایی گزارش داد استیو ویتکاف، فرستاده ویژه آمریکا، برای شرکت در مذاکرات عازم دوحه، پایتخت قطر، شده است.
همزمان، کاظم غریب‌آبادی، معاون وزیر خارجه جمهوری اسلامی، اعلام کرد هیاتی از کارشناسان ایران نیز این هفته به دوحه می‌رود و دو روز در قطر اقامت خواهد داشت.
غریب‌آبادی با این حال تاکید کرد اعضای هیات ایرانی هیچ دیداری با مقام‌های آمریکایی نخواهند داشت؛ موضعی که با اعلام واشینگتن درباره برگزاری مذاکرات در دوحه در تضاد است.
https://iranintl.com/202606305729
48.5K
01:54 AM",https://t.me/IranintlTV/345031,,,
345030,,"خبرگزاری رویترز گزارش داد ماریا کورینا ماچادو، رهبر مخالفان ونزوئلا، اعلام کرد برای کمک به روند امدادرسانی و بازسازی مناطق زلزله‌زده به این کشور بازخواهد گشت.

ماچادو که اکنون در پاناما به سر می‌برد، دولت ونزوئلا را متهم کرد مانع بازگشت او شده است. او گفت «حاضرم هر کاری لازم باشد انجام دهم» تا در این شرایط اضطراری به شهروندان ونزوئلا کمک کند.

رویترز پیش‌تر گزارش داده بود ماچادو برای تسهیل بازگشت خود با مقام‌های کاخ سفید، وزارت خارجه آمریکا و اعضای کنگره در تماس بوده است. با این حال، وزارت خارجه آمریکا در واکنش به این گزارش اعلام کرد تمرکز واشینگتن در حال حاضر بر ادامه کمک‌رسانی به آسیب‌دیدگان زلزله‌های مرگبار ونزوئلا است.
https://iranintl.com/202606306599
45.7K
01:41 AM",https://t.me/IranintlTV/345030,,,
345029,,"خبرگزاری رویترز گزارش داد ارزش ین ژاپن در برابر دلار به پایین‌ترین سطح خود از سال ۱۹۸۶ رسید و گمانه‌زنی‌ها درباره مداخله دولت ژاپن در بازار ارز افزایش یافت.

بر اساس این گزارش، هر دلار در معاملات روز سه‌شنبه به ۱۶۲.۲۷ ین رسید. تحلیلگران می‌گویند اختلاف نرخ بهره میان آمریکا و ژاپن و انتظار برای ادامه سیاست‌های انقباضی فدرال رزرو، همچنان فشار بر ارزش ین را حفظ کرده است.

سرمایه‌گذاران همچنین در انتظار انتشار آمار اشتغال آمریکا و تحولات مربوط به گفت‌وگوهای جمهوری اسلامی و آمریکا هستند که می‌تواند بر بازارهای مالی و چشم‌انداز نرخ بهره تاثیر بگذارد.
https://iranintl.com/202606300432
42.9K
01:29 AM",https://t.me/IranintlTV/345029,,,
345028,,"1:22
محسن قنبریان، استاد حوزه علمیه، در تجمع شبانه حامیان جمهوری اسلامی گفت اگر جمهوری اسلامی قاتل رهبرش را قصاص نکند، رهبر کنونی و دیگر رهبران جمهوری اسلامی ناچار خواهند بود همواره در مخفیگاه زندگی کنند.

او با اشاره به قرار گرفتن محمدباقر قالیباف، رییس مجلس، در فهرست ترور، افزود «قصاص» و «انتقام» برای تامین امنیت امروز و آینده جمهوری اسلامی ضروری است.
@iranintltv
48.8K
00:09 AM",https://t.me/IranintlTV/345028,,,
345027,,"شورای هماهنگی تشکل‌های صنفی فرهنگیان ایران گزارش داد که آریا نورانی، معلم رسمی پایه ابتدایی در شهرستان مانه استان خراسان شمالی، به ۱۴ ماه حبس محکوم شده است.

این شورا نوشت که نورانی در جریان اعتراضات بازداشت و حدود دو هفته زندانی شد. او سپس با تودیع وثیقه به‌طور موقت آزاد شد.
شورای هماهنگی تشکل‌های صنفی فرهنگیان ایران ضمن حمایت از آریا نورانی، خواستار مختومه شدن پرونده او و همچنین آزادی سایر معلمان زندانی شد.
https://iranintl.com/202606295147
51.3K
11:37 PM",https://t.me/IranintlTV/345027,,,
345026,,"Forwarded from
ایران اینترنشنال ورزشی
تیم ملی فوتبال آلمان در مرحله یک‌شانزدهم نهایی جام جهانی پس از تساوی یک بر یک در وقت قانونی، در ضربات پنالتی چهار بر سه برابر پاراگوئه شکست خورد و از دور مسابقات حذف شد.

گل اول این مسابقه در دقیقه ۴۲ توسط خولیو انسیسو به ثمر رسید و شاگردان ناگلزمان بازنده به رختکن رفتند.

در نیمه دوم اما فشار قهرمان چهار دوره جام جهانی جواب داد و کای هاورتز گل تساوی را به ثمر رساند تا برای اولین بار در این جام، یک مسابقه به وقت اضافه کشیده شود.

در وقت اضافه اول جاناتان تا روی ضربه کرنر دروازه پاراگوئه را باز کرد اما پس از بازبینی ویدیویی از سوی داور، این گل رد شد تا کار به پنالتی کشیده شود.

در ضربات پنالتی نیز در نهایت پاراگوئه با نتیجه چهار بر سه برد تا در مرحله بعدی با برنده مسابقه فرانسه و سوئد، دیدار کند.

@iranintltvsport
49K
11:31 PM",https://t.me/IranintlTV/345026,,,
345025,,"...
تصاویر و ویدیوهای منتشرشده در رسانه‌های وابسته به حکومت نشان می‌دهد جایگاه قرار گرفتن تابوت جنازه علی خامنه‌ای، رهبر کشته‌شده جمهوری اسلامی، در محلی مرتفع در مصلای تهران قرار دارد.

حسن حسن‌زاده، فرمانده سپاه تهران و رییس ستاد تشییع جنازه علی خامنه‌ای، در این‌باره گفت این جایگاه از نظر ارتفاع، جهت و استقرار در حیاط اصلی مصلای تهران به‌گونه‌ای طراحی شده که از همه نقاط صحن، رواق‌ها، پشت‌بام شبستان اصلی مصلی و هر نقطه‌ای که زائران مستقر شوند، دید کامل به آن وجود داشته باشد.

پیش‌تر، غلامحسین مظفری، استاندار خراسان رضوی، درباره مراسم تشییع جنازه خامنه‌ای در مشهد گفته بود: «پیشنهاد مشخص شورای تامین استان، برگزاری مراسم تشییع علی خامنه‌ای به‌صورت هوایی است و به نظر می‌رسد این پیشنهاد اجرایی شود.»

بر اساس اعلام رسمی ستاد تشییع علی خامنه‌ای، قرار است جنازه رهبر کشته‌شده جمهوری اسلامی، ۱۸ تیر در مشهد دفن شود.
@iranintltv
49.3K
11:13 PM",https://t.me/IranintlTV/345025,,,
345024,,"10:23
تیم ملی را از گروگان سیاست آزاد کنید!

حذف تیم ملی فوتبال ایران از جام جهانی، بار دیگر بحث قدیمی رابطه سیاست و فوتبال را به صدر گفت‌وگوهای عمومی بازگرداند. برای بخشی از جامعه، این تیم دیگر «تیم ملی ایران» نبود؛ به همین دلیل، واکنش‌ها به نتایج آن نیز صرفاً فوتبالی نبود و با نگاه‌ها و احساسات سیاسی گره خورد.

کامبیز حسینی در «برنامه» به این موضوع می پردازد.

یک ایران صدای شما را می‌شنود
دوشنبه تا پنجشنبه ۱۱ شب تهران
از تلویزیون ایران اینترنشنال

تماشای نسخه کامل این قسمت از «برنامه» در یوتیوب:
https://youtu.be/z_bpOmIf6ug
@iranintltv
50.9K
11:00 PM",https://t.me/IranintlTV/345024,,,
345023,,"Forwarded from
ایران اینترنشنال ورزشی
مارک‌وین مولین، وزیر امنیت داخلی آمریکا پس از حذف ایران از جام جهانی ۲۰۲۶ از نحوه برخورد دولت این کشور با تیم ملی در مرحله گروهی دفاع کرد و گفت: «خیلی خوشحالم که آن‌ها رفتند.» مولین همچنین گفت «تقریبا نیمی» از فهرست پیشنهادی همراهان تیم ملی ارتباط مستقیم با سپاه پاسداران داشتند.

بر اساس گزارش اسپورتس بیزنس ژورنال؛ مولین روز دوشنبه همدردی چندانی با حذف تیم ملی ایران از جام جهانی ۲۰۲۶ نشان نداد. او در نشست توجیهی امنیتی جام جهانی در مرکز هماهنگی رویدادهای ویژه دولت آمریکا گفت: «خیلی خوشحالم که دارند برمی‌گردند، چون هیچ تیمی به اندازه آن‌ها ما را درگیر نکرد.»

او سپس در گفت‌وگو با گروه کوچکی از خبرنگاران، با صراحت بیشتری گفت: «فقط خوشحالم که کارشان تمام شد و دیگر برنمی‌گردند. وقتی توانستیم ویزاهایشان را لغو کنیم و گفتیم می‌توانند خاک آمریکا را ترک کنند، آن‌قدر خوشحال بودم که شاید یکی دو آهنگ هم خواندم یا حتی از خوشحالی رقصیدم.»

وزیر امنیت داخلی آمریکا ادعای مقام‌های جمهوری اسلامی، فدراسیون فوتبال و تیم ملی مبنی بر رفتار ناعادلانه را رد کرد.

جزییات ",https://t.me/IranintlTV/345023,,,
